Stand_ID,Lat,Lon
Spot_1,37.44972222222222,126.45598055555556
Spot_2,37.44982777777778,126.45649166666666
Spot_3,37.45009166666667,126.45670555555556
Spot_4,37.450497222222225,126.45666111111112
Spot_5,37.45082777777778,126.45639444444444
Spot_6,37.45865833333334,126.44944166666667
Spot_7,37.459,126.44911111111111
Spot_8,37.458802777777784,126.44873611111112
Spot_9,37.45841111111111,126.44839444444445
Spot_10,37.458088888888895,126.447675
Spot_11,37.46486111111111,126.43159166666668
Spot_12,37.464063888888894,126.43197500000001
Spot_13,37.46335277777778,126.43234166666667
Spot_14,37.46256944444445,126.43268055555556
Spot_15,37.46206388888889,126.43289722222222
Spot_16,37.46156388888889,126.43315
Spot_17,37.46366944444445,126.46443055555555
Spot_18,37.46404722222223,126.46510277777779
Spot_19,37.46452777777778,126.46595555555555
Spot_20,37.46490555555556,126.46662222222223
Spot_21,37.477269444444445,126.43247777777778
Spot_22,37.47792777777778,126.43198055555555
Spot_23,37.47855277777778,126.431425
Spot_24,37.47918611111111,126.43078333333334
Spot_25,37.47995,126.43010277777778
Spot_26,37.45761111111111,126.8195
Spot_27,37.46165277777778,126.43346944444446
Spot_28,37.46528333333334,126.46729166666667
Spot_29,37.480925,126.4293138888889
Spot_30,37.451800000000006,126.45236666666666
Spot_31,37.45715555555556,126.44618611111112
Spot_32,37.45688611111111,126.44540555555555
Spot_33,37.455780555555556,126.44360555555556
Spot_34,37.455283333333334,126.442875
Spot_35,37.46165277777778,126.43400277777778
Spot_36,37.461825000000005,126.434375
Spot_37,37.46217777777778,126.43441944444444
Spot_38,37.46291111111111,126.43428055555556
Spot_39,37.46342222222223,126.43404166666667
Spot_40,37.463594444444446,126.43354444444445
Spot_41,37.46576666666667,126.46814444444445
Spot_42,37.466522222222224,126.46948333333333
Spot_43,37.46700277777778,126.47033611111111
Spot_44,37.46738055555556,126.47100277777778
Spot_45,37.481458333333336,126.42883888888889
Spot_46,37.48206666666667,126.42829722222223
Spot_47,37.48267777777778,126.42775277777778
Spot_48,37.48330833333333,126.42711111111112
Spot_49,37.484,126.42657777777778
Spot_50,37.45445,126.4414
Spot_51,37.45417777777778,126.440625
Spot_52,37.45382777777778,126.4402388888889
Spot_53,37.46429166666667,126.43311666666668
Spot_54,37.46527777777778,126.43325833333334
Spot_55,37.46590555555556,126.43395555555556
Spot_56,37.466319444444444,126.4347
Spot_57,37.467758333333336,126.47167222222222
Spot_58,37.46815,126.47232777777778
Spot_59,37.46852777777778,126.47299722222222
Spot_60,37.4621,126.44666666666667
Spot_61,37.461925,126.4460138888889
Spot_62,37.46641944444445,126.43542222222223
Spot_63,37.46707777777778,126.43604722222223
Spot_64,37.46890555555556,126.4736638888889
Spot_65,37.46928333333334,126.47433333333333
Spot_66,37.46154722222222,126.44534722222222
Spot_67,37.461152777777784,126.44458888888889
Spot_68,37.467505555555555,126.43678611111112
Spot_69,37.46760833333334,126.43896388888889
Spot_70,37.46633333333334,126.45195833333334
Spot_71,37.4756,126.43438333333334
Spot_72,37.47513611111111,126.43356111111112
Spot_73,37.46024166666667,126.442975
Spot_74,37.466794444444446,126.43994444444445
Spot_75,37.466275,126.44027777777778
Spot_76,37.46681388888889,126.46392222222222
Spot_77,37.459830555555556,126.44232222222223
Spot_78,37.459519444444446,126.441775
Spot_79,37.46596388888889,126.44128611111111
Spot_80,37.46619722222223,126.44175277777778
Spot_81,37.46719166666667,126.46459166666666
Spot_82,37.46805277777778,126.46611111111112
Spot_83,37.474244444444444,126.43198055555555
Spot_84,37.47081666666667,126.42598055555555
Spot_85,37.470336111111116,126.42513055555555
Spot_86,37.46986388888889,126.4241638888889
Spot_87,37.45885555555556,126.44052222222223
Spot_88,37.46645277777778,126.44204722222223
37,37.62416666666667,126.44500000000001
Spot_90,37.45794166666667,126.43891111111111
Spot_91,37.040838888888885,126.43819166666667
Spot_92,37.45712777777778,126.43752222222223
Spot_93,37.456694444444445,126.43710277777778
Spot_94,37.466705555555556,126.44185
Spot_95,37.46708888888889,126.44166111111112
Spot_96,37.46739166666667,126.44110833333333
Spot_97,37.46840277777778,126.43961388888889
Spot_98,37.46958333333333,126.43810277777779
Spot_99,37.464305555555555,126.44470277777778
Spot_100,37.46383055555556,126.44426666666666
Spot_101,37.46345277777778,126.44359722222222
Spot_102,37.468805555555555,126.46745
Spot_103,37.46928888888889,126.46830277777778
Spot_104,37.46966666666667,126.46897222222222
Spot_105,37.47004444444445,126.4696388888889
Spot_106,37.47078888888889,126.47098333333334
Spot_107,37.47116666666667,126.47165277777778
Spot_108,37.47154444444445,126.47232222222222
Spot_109,37.46514444444445,126.43851666666667
Spot_110,37.46312777777778,126.4368
Spot_111,37.46382222222223,126.43618055555557
Spot_112,37.45082222222222,126.46011111111112
Spot_113,37.44184166666666,126.44678333333334
Spot_114,37.442775,126.44599166666667
Spot_115,37.44345277777777,126.44539166666667
Spot_116,37.44900555555555,126.4474
Spot_117,37.45196388888889,126.44292777777778
Spot_118,37.462697222222225,126.44226111111111
Spot_119,37.46231944444445,126.44159166666667
Spot_120,37.44412777777777,126.4447888888889
Spot_121,37.456358333333334,126.46946666666666
Spot_122,37.45696111111111,126.47043055555555
Spot_123,37.48501111111111,126.44398611111112
Spot_124,37.46178888888889,126.44024444444445
Spot_125,37.46141388888889,126.4229138888889
Spot_126,37.47067777777778,126.45730555555556
Spot_127,37.471133333333334,126.45801111111112
Spot_128,37.46666666666667,126.45867777777778
Spot_129,37.47188888888889,126.45945
Spot_130,37.47233333333334,126.46015277777778
Spot_131,37.48562777777778,126.4449388888889
Spot_132,37.46020555555556,126.43785277777778
Spot_133,37.45982777777778,126.43718333333334
Spot_134,37.458225000000006,126.45000555555556
Spot_135,37.457908333333336,126.44961111111111
Spot_136,37.45760277777778,126.44887777777778
Spot_137,37.45676944444445,126.44740277777778
Spot_138,37.45639166666667,126.44673611111112
Spot_139,37.459450000000004,126.43651666666668
Spot_140,37.459072222222225,126.43584722222222
Spot_141,37.471558333333334,126.44002777777779
Spot_142,37.47216388888889,126.43949444444445
Spot_143,37.47271388888889,126.43900555555555
Spot_144,37.47324722222223,126.43853055555556
Spot_145,37.47373888888889,126.43809444444445
Spot_146,37.474672222222225,126.46415833333333
Spot_147,37.47505,126.46482777777778
Spot_148,37.475975000000005,126.4664638888889
Spot_149,37.47635277777778,126.46713333333334
Spot_150,37.45593055555556,126.4461388888889
Spot_151,37.45488055555556,126.44406111111111
Spot_152,37.45450277777778,126.44339166666667
Spot_153,37.454011111111114,126.44263055555555
Spot_154,37.45328611111111,126.44098055555556
Spot_155,37.474125,126.43773333333334
Spot_156,37.474425000000004,126.4374638888889
Spot_157,37.46478611111112,126.42805555555556
Spot_158,37.465386111111115,126.42751944444444
Spot_159,37.46593611111111,126.42703055555556
Spot_160,37.46646944444445,126.42655555555557
Spot_161,37.467352777777776,126.42576666666668
Spot_162,37.46765277777778,126.4255
Spot_163,37.492383333333336,126.43903333333334
